home_team,date,plays
NOP,20141028,[]
SAS,20141028,"[(""MISS Duncan 1' Layup"", 23.0), (""Nowitzki 16' Jump Shot (18 PTS) (Harris 5 AST)"", 23.7), (""Parker 24' 3PT Jump Shot (23 PTS) (Diaw 6 AST)"", 38.9), (""MISS Ginobili 17' Jump Shot"", 23.7), (""MISS Parsons 28' 3PT Jump Shot"", 86.7)]"
LAL,20141028,[]
CHO,20141029,"[(""Walker 26' 3PT Pullup Jump Shot (24 PTS)"", 44.3), (""MISS Williams 56' 3PT Jump Shot"", 50.2), (""''"", 50.0)]"
IND,20141029,[]
BOS,20141029,[]
MIA,20141029,[]
TOR,20141029,[]
MEM,20141029,"[(""MISS Conley 26' 3PT Jump Shot"", 31.2), (""Randolph 1' Tip Shot (25 PTS)"", 21.0)]"
NYK,20141029,[]
DEN,20141029,[]
UTA,20141029,[]
PHO,20141029,[]
SAC,20141029,[]
POR,20141029,[]
ORL,20141030,[]
MIN,20141030,"[(""MISS Smith 25' 3PT Jump Shot"", 30.0), (""Butler 26' 3PT Jump Shot (22 PTS)"", 27.5), (""Young 25' 3PT Jump Shot (19 PTS) (Rubio 8 AST)"", 34.5)]"
CLE,20141030,"[(""MISS Love 26' 3PT Jump Shot"", 31.2)]"
DAL,20141030,[]
LAC,20141030,"[(""Telfair 27' 3PT Jump Shot (11 PTS)"", 21.0), (""MISS Crawford 13' Jump Shot"", 20.4), (""MISS Redick 25' 3PT Jump Shot"", 28.7), (""MISS Telfair 9' Jump Shot"", 28.7), (""MISS Redick 24' 3PT Jump Shot"", 29.4), (""'Roberson REBOUND (Off:0 Def:6)'"", 20.8), (""MISS Telfair 3' Jump Shot"", 48.9), (""MISS Ibaka 27' 3PT Pullup Jump Shot"", 48.7)]"
IND,20141031,[]
CHI,20141031,"[(""MISS Snell 26' 3PT Jump Shot"", 21.0), (""MISS Hinrich 3' Layup"", 20.2), (""Hinrich 24' 3PT Jump Shot (13 PTS) (Dunleavy 5 AST)"", 35.4), (""MISS Hinrich 24' 3PT Jump Shot"", 49.3), (""MISS Love 26' 3PT Jump Shot"", 50.3), (""''"", 50.0)]"
MIL,20141031,[]
PHO,20141031,"[(""MISS Diaw 25' 3PT Jump Shot"", 20.2), (""MISS Thomas 25' 3PT Jump Shot"", 22.7), (""MISS Ginobili 26' 3PT Jump Shot"", 28.9)]"
SAC,20141031,[]
LAL,20141031,"[(""MISS Bryant 25' 3PT Jump Shot"", 22.6), (""MISS Crawford 25' 3PT Jump Shot"", 21.3), (""Ellington 25' 3PT Jump Shot (7 PTS) (Bryant 7 AST)"", 25.7), (""Crawford 28' 3PT Jump Shot (22 PTS) (Griffin 4 AST)"", 33.7), (""MISS Griffin 14' Step Back Jump Shot"", 21.6), (""MISS Paul 6' Jump Shot"", 23.3), (""MISS Bryant 17' Fadeaway Jumper"", 34.7), (""MISS Bryant 26' 3PT Jump Shot"", 33.4)]"
NOP,20141101,[]
CHO,20141101,"[(""Walker 26' 3PT Jump Shot (5 PTS) (Jefferson 2 AST)"", 22.7), (""Jefferson 10' Turnaround Hook Shot (19 PTS)"", 20.5), (""MISS Neal 28' 3PT Jump Shot"", 34.5), (""Gasol 1' Layup (21 PTS) (Conley 7 AST)"", 27.9), (""MISS Walker 16' Jump Shot"", 42.0)]"
ORL,20141101,[]
PHI,20141101,[]
WAS,20141101,[]
ATL,20141101,[]
DET,20141101,[]
HOU,20141101,[]
MIN,20141101,"[(""Gasol 5' Running Hook Shot (18 PTS)"", 20.9), (""Martin 26' 3PT Jump Shot (30 PTS) (Rubio 17 AST)"", 36.2), (""MISS Martin 21' Jump Shot"", 24.0), (""MISS Wiggins 14' Jump Shot"", 23.9), (""MISS Williams 24' 3PT Jump Shot"", 52.4), (""MISS Martin 16' Jump Shot"", 29.8), (""MISS Pekovic 1' Layup"", 33.9), (""Martin 25' 3PT Jump Shot (33 PTS) (Williams 2 AST)"", 80.1), (""'Butler Free Throw 1 of 2 (23 PTS)'"", 46.7), (""'Butler Free Throw 2 of 2 (24 PTS)'"", 45.9)]"
OKC,20141101,[]
UTA,20141101,[]
GSW,20141101,[]
LAC,20141102,"[(""MISS Barnes 26' 3PT Jump Shot"", 26.1), (""MISS Redick 25' 3PT Jump Shot"", 28.8), (""MISS Redick 25' 3PT Jump Shot"", 39.1)]"
MIA,20141102,[]
NYK,20141102,"[(""Shumpert 25' 3PT Jump Shot (15 PTS) (Prigioni 5 AST)"", 25.6), (""MISS Walker 3' Driving Layup"", 22.5), (""Anthony 15' Jump Shot (27 PTS)"", 24.0), (""MISS Walker 16' Jump Shot"", 37.8)]"
POR,20141102,"[(""Thompson 25' 3PT Jump Shot (27 PTS) (Curry 6 AST)"", 25.8), (""Aldridge 18' Fadeaway Jumper (26 PTS)"", 20.6), (""'MISS Thompson  3PT Jump Shot'"", 41.0), (""Thompson 9' Running Jump Shot (29 PTS) (Iguodala 5 AST)"", 48.9)]"
PHI,20141103,[]
BRK,20141103,[]
MEM,20141103,[]
DAL,20141103,"[(""Ellis 7' Driving Bank Shot (12 PTS) (Nowitzki 4 AST)"", 23.7), (""MISS Green 25' 3PT Jump Shot"", 33.3)]"
DEN,20141103,"[(""MISS Chandler 25' 3PT Jump Shot"", 23.8), (""MISS Afflalo 25' 3PT Jump Shot"", 25.1), (""MISS Foye 26' 3PT Jump Shot"", 31.9)]"
LAC,20141103,[]
IND,20141104,[]
MIA,20141104,[]
NYK,20141104,[]
TOR,20141104,[]
CHI,20141104,[]
NOP,20141104,[]
POR,20141104,[]
LAL,20141104,[]
CHO,20141105,[]
PHI,20141105,"[(""MISS Vucevic 18' Jump Shot"", 21.6), (""MISS Vucevic 10' Hook Shot"", 21.7), (""Payton 1' Putback Layup (8 PTS)"", 21.8), (""Harris 3' Layup (16 PTS) (Payton 5 AST)"", 28.6), (""MISS Wroten 25' 3PT Jump Shot"", 45.3), (""Sims 21' Jump Shot (3 PTS) (Mbah a Moute 4 AST)"", 36.4), (""Harris 21' Step Back Jump Shot (18 PTS) (Fournier 3 AST)"", 48.0)]"
BOS,20141105,"[(""Smart 25' 3PT Jump Shot (12 PTS) (Rondo 15 AST)"", 30.8), (""'MISS Lowry  Driving Layup'"", 27.8), (""'DeRozan  Slam Dunk (22 PTS) (Lowry 3 AST)'"", 32.6), (""MISS Green 26' 3PT Jump Shot"", 43.0)]"
BRK,20141105,"[(""'Martin  3PT Jump Shot (22 PTS) (Rubio 11 AST)'"", 29.1), (""MISS Martin 24' 3PT Jump Shot"", 32.8), (""Johnson 8' Floating Jump Shot (22 PTS)"", 23.7), (""Rubio 2' Driving Layup (14 PTS)"", 21.7), (""Pekovic 2' Layup (15 PTS)"", 29.3)]"
DET,20141105,"[(""MISS Shumpert 76' 3PT Jump Shot"", 48.7)]"
MIL,20141105,[]
WAS,20141105,"[(""Sloan 1' Running Layup (27 PTS)"", 21.4), (""'MISS Copeland  3PT Jump Shot'"", 42.1), (""'Sloan  Finger Roll Layup (29 PTS)'"", 33.9), (""MISS Pierce 26' 3PT Jump Shot"", 50.2), (""''"", 50.0)]"
SAS,20141105,"[(""MISS Korver 26' 3PT Jump Shot"", 26.0), (""MISS Diaw 24' 3PT Jump Shot"", 34.5), (""Horford 15' Jump Shot (10 PTS) (Teague 7 AST)"", 24.9), (""MISS Horford 12' Jump Shot"", 29.9), (""MISS Korver 5' Jump Shot"", 35.4), (""Teague 6' Driving Bank Shot (5 PTS)"", 27.8), (""MISS Antic 38' 3PT Jump Shot"", 94.2)]"
PHO,20141105,[]
UTA,20141105,"[(""MISS Love 24' 3PT Jump Shot"", 22.1), (""Booker 24' 3PT Jump Shot (9 PTS) (Burks 5 AST)"", 21.5), (""MISS James 4' Jump Shot"", 26.1), (""'James Free Throw 1 of 3 (29 PTS)'"", 22.4), (""'James Free Throw 2 of 3 (30 PTS)'"", 28.4), (""'James Free Throw 3 of 3 (31 PTS)'"", 33.4), (""Hayward 21' Jump Shot (21 PTS)"", 48.0)]"
SAC,20141105,[]
GSW,20141105,[]
HOU,20141106,[]
POR,20141106,[]
