home_team,away_team,date,box_score,play_by_play,article
OKC,DEN,20171218,,"[(""MISS Anthony 26' 3PT Running Jump Shot"", 22.3), (""MISS Murray 24' 3PT Step Back Jump Shot"", 34.7), (""MISS Westbrook 17' Pullup Jump Shot"", 25.6), (""MISS Westbrook 25' 3PT Pullup Jump Shot"", 40.2), (""MISS Murray 25' 3PT Step Back Bank Jump Shot"", 44.0), (""'Anthony REBOUND (Off:0 Def:6)'"", 21.8), (""MISS Harris 29' 3PT Turnaround Fadeaway Shot"", 96.0)]",
DAL,PHO,20171218,,"[(""MISS Matthews 27' 3PT Jump Shot"", 51.0)]",
SAS,LAC,20171218,,[],
LAL,GSW,20171218,,"[(""MISS Caldwell-Pope 25' 3PT Jump Shot"", 21.6), (""MISS Ball 24' 3PT Jump Shot"", 28.9), (""Ingram 1' Driving Layup (19 PTS)"", 26.1), (""MISS Durant 26' 3PT Jump Shot"", 47.6), (""MISS Caldwell-Pope 26' 3PT Pullup Jump Shot"", 49.4), (""''"", 50.0)]",
PHI,SAC,20171219,,[],
WAS,NOP,20171219,,[],
MIL,CLE,20171219,,"[(""'Brogdon  3PT Jump Shot (16 PTS) (Antetokounmpo 8 AST)'"", 21.1), (""MISS Korver 27' 3PT Jump Shot"", 23.0), (""James 29' 3PT Step Back Jump Shot (33 PTS)"", 22.7), (""MISS Brogdon 24' 3PT Jump Shot"", 35.1), (""MISS James 29' 3PT Jump Shot"", 27.8), (""'MISS Korver  3PT Jump Shot'"", 28.5), (""Snell 27' 3PT Jump Shot (8 PTS) (Bledsoe 2 AST)"", 43.3), (""MISS James 24' 3PT Jump Shot"", 46.3), (""MISS Korver 29' 3PT Jump Shot"", 47.5), (""MISS James 75' 3PT Jump Shot"", 48.7)]",
ATL,IND,20171220,,[],
BOS,MIA,20171220,,"[(""MISS Irving 20' Pullup Jump Shot"", 93.4)]",
CHI,ORL,20171220,,[],
HOU,LAL,20171220,,[],
OKC,UTA,20171220,,[],
DAL,DET,20171220,,[],
DEN,MIN,20171220,,"[(""MISS Chandler 24' 3PT Jump Shot"", 32.2)]",
POR,SAS,20171220,,"[(""MISS Gasol 25' 3PT Jump Shot"", 24.3), (""MISS McCollum 1' Driving Layup"", 24.8), (""MISS Nurkic 1' Driving Layup"", 29.9), (""Mills 5' Driving Floating Jump Shot (10 PTS)"", 23.8), (""MISS Aminu 28' 3PT Jump Shot"", 33.3), (""'MISS McCollum  Driving Layup'"", 29.8), (""MISS McCollum 25' 3PT Pullup Jump Shot"", 94.2)]",
GSW,MEM,20171220,,[],
LAC,PHO,20171220,,[],
CLE,CHI,20171221,,"[(""MISS Dunn 26' 3PT Jump Shot"", 37.8), (""MISS Valentine 28' 3PT Jump Shot"", 43.0)]",
PHI,TOR,20171221,,"[(""MISS Covington 26' 3PT Jump Shot"", 20.9), (""MISS Covington 26' 3PT Jump Shot"", 38.2)]",
NYK,BOS,20171221,,[],
UTA,SAS,20171221,,[],
DET,NYK,20171222,,"[(""'MISS Harris  3PT Jump Shot'"", 22.7), (""Jackson 6' Floating Jump Shot (9 PTS)"", 24.4), (""MISS Lee 4' Layup"", 39.2), (""'Johnson REBOUND (Off:1 Def:2)'"", 20.7), (""MISS Porzingis 37' 3PT Jump Shot"", 48.7)]",
ORL,NOP,20171222,,[],
MIA,DAL,20171222,,[],
HOU,LAC,20171222,,[],
MIL,CHO,20171222,,"[(""Batum 27' 3PT Jump Shot (14 PTS)"", 20.9), (""MISS Bledsoe 24' 3PT Jump Shot"", 23.6), (""MISS Middleton 27' 3PT Jump Shot"", 25.5), (""MISS Kidd-Gilchrist 5' Driving Hook Shot"", 23.4), (""Bledsoe 1' Driving Layup (23 PTS)"", 24.4)]",
OKC,ATL,20171222,,"[(""Bazemore 25' 3PT Pullup Jump Shot (11 PTS)"", 21.2), (""Anthony 25' 3PT Jump Shot (24 PTS) (Westbrook 15 AST)"", 28.2), (""MISS Belinelli 21' Jump Shot"", 29.0), (""'Ilyasova Free Throw 1 of 2 (21 PTS)'"", 20.2), (""'Ilyasova Free Throw 2 of 2 (22 PTS)'"", 20.6), (""Westbrook 26' 3PT Pullup Jump Shot (30 PTS)"", 47.4), (""MISS Collins 55' 3PT Running Jump Shot"", 48.7)]",
POR,DEN,20171222,,[],
GSW,LAL,20171222,,[],
TOR,PHI,20171223,,[],
IND,BRK,20171223,,"[(""MISS Oladipo 28' 3PT Pullup Jump Shot"", 49.3), (""''"", 50.0)]",
WAS,ORL,20171223,,[],
ATL,DAL,20171223,,"[(""MISS Matthews 27' 3PT Pullup Jump Shot"", 22.8), (""Barea 26' 3PT Jump Shot (15 PTS) (Barnes 3 AST)"", 24.0), (""MISS Barnes 26' 3PT Jump Shot"", 32.5), (""MISS Barea 26' 3PT Jump Shot"", 33.1), (""Schroder 26' 3PT Jump Shot (33 PTS)"", 35.3), (""'MISS Matthews  3PT Jump Shot'"", 31.1), (""MISS Nowitzki 26' 3PT Jump Shot"", 33.2)]",
BOS,CHI,20171223,,[],
MIA,NOP,20171223,,[],
MEM,LAC,20171223,,[],
UTA,OKC,20171223,,[],
GSW,DEN,20171223,,[],
LAL,POR,20171223,,"[(""Ball 27' 3PT Step Back Jump Shot (10 PTS)"", 27.3), (""MISS Napier 3' Driving Layup"", 23.9), (""MISS McCollum 4' Jump Shot"", 27.7), (""MISS McCollum 13' Turnaround Fadeaway Shot"", 28.5), (""MISS Kuzma 26' 3PT Jump Shot"", 29.4), (""MISS McCollum 16' Pullup Jump Shot"", 35.6), (""Harkless 1' Putback Layup (20 PTS)"", 36.2), (""'MISS Caldwell-Pope  3PT Jump Shot'"", 54.4), (""MISS Caldwell-Pope 27' 3PT Jump Shot"", 37.0)]",
SAC,SAS,20171223,,[],
NYK,PHI,20171225,,[],
GSW,CLE,20171225,,"[(""MISS James 27' 3PT Jump Shot"", 26.4), (""MISS Durant 26' 3PT Jump Shot"", 33.4), (""Thompson 26' 3PT Jump Shot (20 PTS) (Green 11 AST)"", 34.1)]",
BOS,WAS,20171225,,[],
OKC,HOU,20171225,,"[(""MISS Gordon 28' 3PT Jump Shot"", 21.6), (""MISS Ariza 25' 3PT Running Jump Shot"", 31.4), (""MISS Harden 24' 3PT Pullup Jump Shot"", 33.3)]",
LAL,MIN,20171225,,[],
DET,IND,20171226,,[],
DAL,TOR,20171226,,"[(""MISS Ibaka 25' 3PT Jump Shot"", 30.7)]",
MIA,ORL,20171226,,[],
MIL,CHI,20171226,,[],
SAS,BRK,20171226,,[],
DEN,UTA,20171226,,[],
LAC,SAC,20171226,,[],
IND,DAL,20171227,,"[(""MISS Barnes 28' 3PT Jump Shot"", 23.2), (""MISS Stephenson 28' 3PT Pullup Jump Shot"", 28.1), (""Ferrell 24' 3PT Jump Shot (12 PTS) (Matthews 3 AST)"", 25.6), (""MISS Bogdanovic 27' 3PT Step Back Jump Shot"", 38.4), (""Stephenson 1' Driving Finger Roll Layup (16 PTS)"", 23.6), (""Smith Jr. 3' Running Finger Roll Layup (9 PTS)"", 23.7), (""MISS Collison 29' 3PT Jump Shot"", 37.0)]",
ATL,WAS,20171227,,[],
CHI,NYK,20171227,,"[(""'Holiday  3PT Jump Shot (9 PTS) (Mirotic 2 AST)'"", 21.7), (""MISS Valentine 27' 3PT Pullup Jump Shot"", 27.4), (""MISS Ntilikina 9' Driving Floating Bank Jump Shot"", 20.9), (""MISS Dunn 22' Pullup Jump Shot"", 22.2), (""MISS Porzingis 16' Turnaround Jump Shot"", 23.7), (""MISS Markkanen 26' 3PT Step Back Jump Shot"", 36.9), (""MISS Lee 21' Step Back Jump Shot"", 30.2), (""'Mirotic REBOUND (Off:0 Def:8)'"", 20.4), (""Markkanen 1' Driving Dunk (12 PTS) (Dunn 5 AST)"", 31.3), (""'MISS Jack Free Throw 1 of 2'"", 22.0), (""MISS Kanter 26' 3PT Jump Shot"", 37.8)]",
MIN,DEN,20171227,,"[(""Barton 25' 3PT Pullup Jump Shot (26 PTS)"", 20.4), (""Butler 10' Fadeaway Jumper (27 PTS)"", 23.7), (""'Barton Free Throw 1 of 2 (27 PTS)'"", 24.3), (""'Barton Free Throw 2 of 2 (28 PTS)'"", 26.8), (""MISS Butler 46' 3PT Pullup Jump Shot"", 50.2), (""''"", 50.0)]",
NOP,BRK,20171227,,[],
OKC,TOR,20171227,,[],
SAC,CLE,20171227,,[],
GSW,UTA,20171227,,[],
LAL,MEM,20171227,,[],
ORL,DET,20171228,,[],
BOS,HOU,20171228,,"[(""MISS Irving 27' 3PT Pullup Jump Shot"", 21.7), (""MISS Harden 26' 3PT Step Back Jump Shot"", 22.8), (""Harden 26' 3PT Step Back Jump Shot (32 PTS)"", 26.0), (""MISS Irving 1' Driving Layup"", 21.3), (""MISS Smart 27' 3PT Jump Shot"", 43.9), (""Horford 5' Driving Floating Jump Shot (9 PTS)"", 64.2), (""MISS Gordon 60' 3PT Jump Shot"", 96.0)]",
MIL,MIN,20171228,,"[(""MISS Butler 27' 3PT Jump Shot"", 20.8), (""'Bledsoe  3PT Jump Shot (23 PTS) (Antetokounmpo 3 AST)'"", 28.6), (""MISS Butler 26' 3PT Jump Shot"", 30.4)]",
SAS,NYK,20171228,,[],
POR,PHI,20171228,,[],
WAS,HOU,20171229,,[],
TOR,ATL,20171229,,[],
MIA,BRK,20171229,,[],
CHI,IND,20171229,,[],
NOP,DAL,20171229,,[],
OKC,MIL,20171229,,"[(""MISS Westbrook 25' 3PT Pullup Jump Shot"", 32.4), (""Westbrook 26' 3PT Pullup Jump Shot (40 PTS) (Felton 6 AST)"", 38.7), (""Antetokounmpo 1' Driving Dunk (23 PTS)"", 48.0), (""MISS Westbrook 69' 3PT Running Jump Shot"", 94.2)]",
SAC,PHO,20171229,,[],
GSW,CHO,20171229,,[],
LAL,LAC,20171229,,[],
DET,SAS,20171230,,[],
ORL,MIA,20171230,,"[(""Dragic 9' Floating Jump Shot (21 PTS) (Whiteside 4 AST)"", 20.3), (""Johnson 25' 3PT Jump Shot (29 PTS) (Dragic 8 AST)"", 28.8), (""MISS Gordon 25' 3PT Jump Shot"", 20.2), (""Dragic 15' Pullup Jump Shot (25 PTS)"", 23.7), (""MISS Gordon 25' 3PT Jump Shot"", 33.5)]",
NOP,NYK,20171230,,"[(""Porzingis 3' Cutting Dunk Shot (28 PTS) (Jack 7 AST)"", 22.9), (""MISS Cousins 17' Jump Shot"", 27.7), (""Porzingis 18' Jump Shot (30 PTS) (Noah 1 AST)"", 31.6), (""'Jack Free Throw 1 of 2 (14 PTS)'"", 20.1), (""MISS Davis 27' 3PT Jump Shot"", 80.1)]",
ATL,POR,20171230,,[],
UTA,CLE,20171230,,"[(""MISS Love 24' 3PT Jump Shot"", 20.6), (""MISS Wade 24' 3PT Jump Shot"", 20.7), (""Love 25' 3PT Jump Shot (18 PTS) (James 6 AST)"", 21.1), (""MISS Mitchell 25' 3PT Jump Shot"", 28.2), (""MISS Wade 25' 3PT Jump Shot"", 45.0), (""Mitchell 1' Driving Layup (29 PTS)"", 23.6)]",
GSW,MEM,20171230,,[],
DEN,PHI,20171230,,"[(""MISS Barton 27' 3PT Jump Shot"", 33.4)]",
WAS,CHI,20171231,,"[(""Markkanen 26' 3PT Jump Shot (11 PTS) (Dunn 11 AST)"", 22.3), (""MISS Wall 25' 3PT Jump Shot"", 21.9), (""Beal 27' 3PT Jump Shot (34 PTS) (Gortat 1 AST)"", 22.3), (""MISS Scott 26' 3PT Jump Shot"", 27.5), (""MISS Dunn 27' 3PT Jump Shot"", 30.7), (""Beal 26' 3PT Jump Shot (37 PTS) (Wall 9 AST)"", 31.7), (""MISS Beal 26' 3PT Pullup Jump Shot"", 39.6), (""Dunn 17' Pullup Jump Shot (19 PTS)"", 22.2), (""'MISS Holiday  3PT Jump Shot'"", 29.4), (""Wall 2' Driving Layup (18 PTS)"", 34.2), (""MISS Dunn 11' Pullup Jump Shot"", 26.2)]",
IND,MIN,20171231,,[],
BOS,BRK,20171231,,"[(""MISS Dinwiddie 29' 3PT Jump Shot"", 33.9)]",
HOU,LAL,20171231,,"[(""'Kuzma  3PT Jump Shot (23 PTS) (Randle 6 AST)'"", 37.4), (""Green 24' 3PT Jump Shot (8 PTS) (Paul 7 AST)"", 33.3), (""MISS Kuzma 31' 3PT Jump Shot"", 49.3), (""''"", 50.0)]",
OKC,DAL,20171231,,"[(""Matthews 25' 3PT Jump Shot (9 PTS) (Barnes 2 AST)"", 26.8), (""'MISS Grant  3PT Jump Shot'"", 31.7), (""MISS Grant 2' Layup"", 20.6), (""Grant 2' Putback Layup (2 PTS)"", 20.8), (""Smith Jr. 24' 3PT Jump Shot (11 PTS) (Matthews 6 AST)"", 35.9), (""Westbrook 2' Driving Layup (38 PTS)"", 20.7), (""Smith Jr. 25' 3PT Jump Bank Shot (14 PTS)"", 35.6), (""MISS George 26' 3PT Jump Shot"", 31.2), (""Smith Jr. 1' Driving Layup (16 PTS)"", 23.7), (""MISS Westbrook 27' 3PT Pullup Jump Shot"", 33.3), (""MISS Westbrook 27' 3PT Running Pull-Up Jump Shot"", 37.8), (""MISS Westbrook 26' 3PT Jump Shot"", 43.0)]",
LAC,CHO,20171231,,[],
SAC,MEM,20171231,,[],
TOR,MIL,20180101,,"[(""Dellavedova 25' 3PT Jump Shot (6 PTS) (Antetokounmpo 6 AST)"", 23.0), (""Antetokounmpo 16' Pullup Jump Shot (24 PTS)"", 21.2), (""'Lowry  3PT Jump Shot (23 PTS) (DeRozan 8 AST)'"", 31.6), (""MISS Lowry 26' 3PT Jump Shot"", 49.3), (""MISS Brogdon 28' 3PT Driving Floating Jump Shot"", 50.3), (""''"", 50.0)]",
CHI,POR,20180101,,"[(""McCollum 7' Floating Jump Shot (26 PTS)"", 23.3), (""MISS McCollum 3' Driving Layup"", 32.0), (""'Holiday REBOUND (Off:0 Def:6)'"", 21.3), (""MISS Markkanen 25' 3PT Jump Shot"", 45.6), (""'Nurkic REBOUND (Off:4 Def:8)'"", 24.0), (""MISS McCollum 18' Jump Shot"", 43.7), (""MISS Valentine 57' 3PT Jump Shot"", 50.2), (""''"", 50.0)]",
MIN,LAL,20180101,,[],
CLE,POR,20180102,,[],
NYK,SAS,20180102,,[],
SAC,CHO,20180102,,[],
LAC,MEM,20180102,,[],
ORL,HOU,20180103,,[],
PHI,SAS,20180103,,"[(""MISS Mills 28' 3PT Jump Shot"", 20.6), (""Mills 25' 3PT Jump Shot (24 PTS) (Anderson 2 AST)"", 24.6), (""MISS Aldridge 13' Turnaround Jump Shot"", 21.3), (""Simmons 2' Layup (23 PTS) (Redick 4 AST)"", 22.6), (""MISS Mills 27' 3PT Pullup Jump Shot"", 28.7), (""MISS Bertans 26' 3PT Jump Shot"", 31.3), (""MISS Bertans 25' 3PT Jump Shot"", 31.6)]",
WAS,NYK,20180103,,[],
MIA,DET,20180103,,"[(""MISS Tolliver 25' 3PT Jump Shot"", 20.7)]",
BOS,CLE,20180103,,[],
CHI,TOR,20180103,,[],
MIL,IND,20180103,,[],
DAL,GSW,20180103,,"[(""'MISS Ferrell  3PT Jump Shot'"", 35.8), (""Barnes 15' Pullup Jump Shot (16 PTS) (Smith Jr. 8 AST)"", 24.9), (""Thompson 2' Reverse Layup (25 PTS) (Green 6 AST)"", 34.0), (""'Barnes  Cutting Finger Roll Layup Shot (18 PTS)'"", 28.4), (""Curry 27' 3PT Jump Shot (32 PTS)"", 49.3), (""MISS Smith Jr. 43' 3PT Jump Shot"", 48.7)]",
DEN,PHO,20180103,,[],
UTA,NOP,20180103,,[],
LAL,OKC,20180103,,[],
HOU,GSW,20180104,,[],
LAC,OKC,20180104,,[],
PHI,DET,20180105,,[],
BOS,MIN,20180105,,[],
MIA,NYK,20180105,,"[(""MISS Olynyk 25' 3PT Jump Shot"", 21.4), (""MISS Dragic 26' 3PT Jump Shot"", 24.7), (""Dragic 26' 3PT Jump Shot (16 PTS) (Olynyk 3 AST)"", 25.4), (""MISS Ellington 25' 3PT Jump Shot"", 26.0), (""MISS Porzingis 16' Jump Shot"", 22.0), (""MISS Johnson 24' 3PT Jump Shot"", 29.2), (""'Olynyk Free Throw 1 of 2 (9 PTS)'"", 20.5), (""MISS Beasley 17' Step Back Jump Shot"", 37.9), (""'Ellington REBOUND (Off:2 Def:1)'"", 20.7), (""MISS Lee 26' 3PT Jump Shot"", 39.7), (""McDermott 24' 3PT Jump Shot (9 PTS) (Porzingis 1 AST)"", 44.3), (""MISS Ellington 55' 3PT Jump Shot"", 50.2), (""''"", 50.0)]",
MIL,TOR,20180105,,[],
DAL,CHI,20180105,,"[(""MISS Ferrell 25' 3PT Jump Shot"", 20.9), (""MISS Ferrell 24' 3PT Jump Shot"", 48.7)]",
SAS,PHO,20180105,,[],
DEN,UTA,20180105,,[],
MEM,WAS,20180105,,"[(""MISS Evans 25' 3PT Jump Shot"", 38.7)]",
POR,ATL,20180105,,[],
LAL,CHO,20180105,,[],
LAC,GSW,20180106,,[],
DET,HOU,20180106,,[],
IND,CHI,20180106,,[],
ORL,CLE,20180106,,[],
WAS,MIL,20180106,,"[(""MISS Beal 25' 3PT Pullup Jump Shot"", 31.4), (""Bledsoe 26' 3PT Pullup Jump Shot (20 PTS)"", 28.1)]",
MIN,NOP,20180106,,[],
SAC,DEN,20180106,,[],
MIA,UTA,20180107,,"[(""Mitchell 1' Driving Finger Roll Layup (27 PTS)"", 22.8), (""MISS Hood 26' 3PT Jump Shot"", 28.0), (""'Dragic REBOUND (Off:0 Def:3)'"", 20.1), (""Richardson 2' Driving Layup (14 PTS) (Dragic 6 AST)"", 55.8), (""MISS Mitchell 19' Jump Shot"", 78.5)]",
DAL,NYK,20180107,,"[(""Harris 25' 3PT Jump Shot (11 PTS) (Barnes 3 AST)"", 24.0), (""MISS Thomas 25' 3PT Jump Shot"", 30.4), (""MISS Barnes 15' Turnaround Fadeaway Shot"", 22.6), (""Barnes 16' Jump Shot (23 PTS) (Harris 6 AST)"", 21.6), (""MISS Porzingis 19' Turnaround Jump Shot"", 26.4), (""MISS Porzingis 11' Turnaround Fadeaway Shot"", 27.8), (""Jack 11' Driving Floating Jump Shot (12 PTS)"", 33.0), (""MISS Barea 26' 3PT Jump Shot"", 49.7)]",
POR,SAS,20180107,,"[(""MISS McCollum 25' 3PT Pullup Jump Shot"", 20.3), (""Ginobili 25' 3PT Jump Shot (23 PTS)"", 25.6), (""Ginobili 26' 3PT Jump Shot (26 PTS) (Mills 2 AST)"", 29.2), (""McCollum 1' Driving Finger Roll Layup (23 PTS)"", 26.1), (""MISS Mills 25' 3PT Jump Shot"", 42.8), (""'MISS Ginobili  3PT Jump Shot'"", 45.0), (""MISS McCollum 21' Pullup Jump Shot"", 23.6), (""'Anderson Free Throw 1 of 2 (7 PTS)'"", 24.7), (""'Anderson Free Throw 2 of 2 (8 PTS)'"", 22.2), (""McCollum 5' Driving Floating Jump Shot (25 PTS)"", 55.8), (""MISS Aldridge 19' Pullup Jump Shot"", 76.5)]",
LAL,ATL,20180107,,[],
IND,MIL,20180108,,[],
CHI,HOU,20180108,,[],
MIN,CLE,20180108,,[],
NOP,DET,20180108,,"[(""'MISS Bullock  3PT Jump Shot'"", 21.5), (""MISS Holiday 3' Finger Roll Layup"", 23.0), (""Cousins 1' Putback Layup (20 PTS)"", 23.0), (""MISS Bradley 26' 3PT Jump Shot"", 35.3), (""MISS Smith 2' Reverse Layup"", 21.1), (""MISS Harris 24' 3PT Jump Shot"", 21.3), (""MISS Bradley 21' Jump Shot"", 29.0), (""MISS Bradley 24' 3PT Jump Shot"", 48.7)]",
SAC,SAS,20180108,,"[(""Bertans 25' 3PT Jump Shot (28 PTS) (Anderson 2 AST)"", 26.2), (""MISS Mills 25' 3PT Jump Shot"", 25.4)]",
GSW,DEN,20180108,,[],
LAC,ATL,20180108,,"[(""MISS Bazemore 2' Driving Layup"", 28.5), (""MISS Williams 8' Floating Jump Shot"", 32.6), (""'Williams REBOUND (Off:1 Def:2)'"", 21.7), (""MISS Williams 8' Floating Jump Shot"", 33.3), (""'Muscala REBOUND (Off:1 Def:4)'"", 21.7), (""MISS Bazemore 8' Running Layup"", 34.0), (""'Bazemore REBOUND (Off:2 Def:4)'"", 22.6), (""MISS Williams 28' 3PT Jump Shot"", 51.0), (""Williams 26' 3PT Pullup Jump Shot (15 PTS)"", 58.7), (""MISS Prince 15' Jump Shot"", 64.2)]",
TOR,MIA,20180109,,"[(""MISS Dragic 18' Turnaround Jump Shot"", 21.4), (""MISS Dragic 4' Layup"", 21.9), (""MISS DeRozan 15' Turnaround Jump Shot"", 20.3), (""MISS Ellington 29' 3PT Jump Shot"", 42.4), (""MISS Whiteside 1' Jump Shot"", 27.9), (""MISS Powell 26' 3PT Jump Shot"", 29.4), (""'MISS Powell  Layup'"", 23.7), (""Dragic 3' Driving Layup (24 PTS)"", 36.9), (""MISS DeRozan 1' Driving Floating Jump Shot"", 64.2), (""DeRozan 1' Tip Layup Shot (25 PTS)"", 64.2), (""'Ellington  Layup (15 PTS) (Dragic 4 AST)'"", 93.4), (""MISS DeRozan 82' 3PT Jump Shot"", 96.0)]",
OKC,POR,20180109,,[],
DAL,ORL,20180109,,[],
LAL,SAC,20180109,,[],
IND,MIA,20180110,,"[(""Johnson 25' 3PT Jump Shot (15 PTS) (Ellington 1 AST)"", 20.2), (""MISS Stephenson 28' 3PT Jump Shot"", 24.6), (""MISS Joseph 27' 3PT Jump Shot"", 32.0)]",
WAS,UTA,20180110,,"[(""'Oubre Jr.  3PT Jump Shot (10 PTS) (Beal 7 AST)'"", 26.5), (""MISS Mitchell 30' 3PT Pullup Jump Shot"", 31.9), (""Rubio 24' 3PT Jump Shot (21 PTS) (Mitchell 3 AST)"", 35.9), (""MISS Beal 1' Driving Layup"", 20.8), (""MISS Gortat 1' Putback Layup"", 21.2), (""Wall 27' 3PT Jump Shot (35 PTS)"", 36.4), (""Ingles 27' 3PT Jump Shot (10 PTS) (Mitchell 4 AST)"", 40.9), (""MISS Wall 25' 3PT Jump Shot"", 40.6), (""MISS Beal 24' 3PT Jump Shot"", 47.8)]",
NYK,CHI,20180110,,"[(""Jack 17' Fadeaway Jumper (12 PTS)"", 21.3), (""MISS Markkanen 26' 3PT Jump Shot"", 36.7), (""MISS Dunn 22' Step Back Jump Shot"", 32.6), (""'KNICKS Rebound'"", 21.5), (""MISS Beasley 10' Fadeaway Jumper"", 34.2), (""'Nwaba REBOUND (Off:1 Def:2)'"", 23.3), (""MISS Markkanen 2' Driving Layup"", 34.9), (""'Holiday REBOUND (Off:4 Def:4)'"", 24.0), (""MISS Dunn 13' Jump Shot"", 43.9), (""''"", 50.0), (""'winProb swing: 6.9%'"", 68.9), (""'winProb swing: 14.7%'"", 62.7)]",
HOU,POR,20180110,,[],
MEM,NOP,20180110,,"[(""Evans 25' 3PT Step Back Jump Shot (24 PTS) (Gasol 7 AST)"", 27.8), (""Cousins 26' 3PT Jump Shot (29 PTS)"", 21.4), (""MISS Chalmers 24' 3PT Jump Shot"", 29.2), (""MISS Moore 27' 3PT Jump Shot"", 48.7)]",
MIL,ORL,20180110,,[],
MIN,OKC,20180110,,[],
DEN,ATL,20180110,,[],
GSW,LAC,20180110,,[],
PHI,BOS,20180111,,[],
TOR,CLE,20180111,,[],
SAC,LAC,20180111,,"[(""MISS Teodosic 26' 3PT Jump Shot"", 20.4), (""Griffin 25' 3PT Jump Shot (18 PTS) (Williams 6 AST)"", 33.3), (""Williams 11' Running Jump Shot (30 PTS)"", 23.0)]",
LAL,SAS,20180111,,[],
IND,CLE,20180112,,"[(""MISS Stephenson 24' 3PT Jump Shot"", 25.4), (""Oladipo 26' 3PT Pullup Jump Shot (19 PTS)"", 29.1), (""MISS Smith 26' 3PT Jump Shot"", 34.2), (""MISS Calderon 28' 3PT Jump Shot"", 35.0), (""MISS Young 26' 3PT Jump Shot"", 27.9), (""MISS James 30' 3PT Jump Shot"", 40.5), (""MISS Oladipo 2' Driving Layup"", 22.2), (""MISS James 21' Pullup Jump Shot"", 33.3), (""MISS James 26' 3PT Jump Shot"", 94.2)]",
WAS,ORL,20180112,,[],
ATL,BRK,20180112,,"[(""'MISS Crabbe  3PT Jump Shot'"", 21.3), (""Carroll 25' 3PT Jump Shot (13 PTS) (Dinwiddie 9 AST)"", 27.9), (""Schroder 17' Pullup Jump Shot (34 PTS)"", 23.9), (""Hollis-Jefferson 1' Layup (13 PTS) (Dinwiddie 10 AST)"", 22.1), (""MISS Schroder 3' Driving Layup"", 22.4), (""'Dinwiddie REBOUND (Off:0 Def:8)'"", 20.7), (""Dinwiddie 3' Running Layup (18 PTS)"", 43.6)]",
MIL,GSW,20180112,,[],
MIN,NYK,20180112,,[],
NOP,POR,20180112,,"[(""'MISS Aminu  3PT Jump Shot'"", 20.5)]",
DEN,MEM,20180112,,[],
DAL,LAL,20180113,,"[(""Caldwell-Pope 26' 3PT Jump Shot (15 PTS) (Clarkson 3 AST)"", 24.2), (""'MISS Smith Jr.  3PT Jump Shot'"", 28.4), (""Barnes 5' Pullup Jump Shot (17 PTS)"", 35.1), (""MISS Ball 20' Jump Shot"", 48.0), (""''"", 50.0)]",
LAC,SAC,20180113,,[],
WAS,BRK,20180113,,"[(""MISS Wall 1' Driving Floating Jump Shot"", 20.1), (""MISS Gortat 1' Tip Layup Shot"", 20.2), (""MISS Beal 19' Jump Shot"", 21.3), (""MISS Crabbe 3' Driving Floating Jump Shot"", 28.9), (""MISS Allen 1' Tip Layup Shot"", 30.4), (""MISS Wall 20' Jump Shot"", 23.7), (""MISS Dinwiddie 30' 3PT Pullup Jump Shot"", 33.6), (""Acy 26' 3PT Jump Shot (8 PTS) (LeVert 7 AST)"", 35.6), (""MISS Wall 15' Fadeaway Jumper"", 43.9), (""''"", 50.0)]",
TOR,GSW,20180113,,"[(""Curry 25' 3PT Pullup Jump Shot (22 PTS)"", 20.4), (""MISS DeRozan 18' Pullup Jump Shot"", 32.3), (""Durant 22' Jump Shot (25 PTS) (Curry 9 AST)"", 23.5), (""MISS Miles 28' 3PT Pullup Jump Shot"", 34.6)]",
CHI,DET,20180113,,"[(""Dunn 13' Jump Shot (17 PTS)"", 21.4), (""Bradley 22' Pullup Jump Shot (26 PTS) (Bullock 2 AST)"", 23.6), (""MISS Markkanen 26' 3PT Jump Shot"", 40.3), (""Markkanen 17' Jump Shot (19 PTS) (Dunn 8 AST)"", 26.5), (""MISS Bradley 14' Jump Shot"", 28.9), (""MISS Drummond 2' Driving Layup"", 32.0), (""MISS Bradley 24' 3PT Jump Shot"", 47.8), (""MISS Bullock 1' Layup"", 48.0)]",
SAS,DEN,20180113,,[],
MIA,MIL,20180114,,[],
NYK,NOP,20180114,,"[(""'MISS Davis  3PT Jump Shot'"", 21.0), (""MISS Davis 3' Layup"", 25.4), (""Davis 1' Layup (45 PTS) (Cousins 5 AST)"", 37.8), (""MISS Moore 26' 3PT Jump Shot"", 50.3), (""''"", 50.0)]",
MIN,POR,20180114,,[],
DET,CHO,20180115,,[],
PHI,TOR,20180115,,[],
WAS,MIL,20180115,,"[(""MISS Beal 26' 3PT Jump Shot"", 21.9)]",
ATL,SAS,20180115,,"[(""MISS Forbes 25' 3PT Jump Shot"", 20.3), (""MISS Mills 25' 3PT Jump Shot"", 27.4), (""'Schroder  Driving Layup (24 PTS)'"", 20.7), (""MISS Green 26' 3PT Jump Shot"", 43.0)]",
CHI,MIA,20180115,,[],
MEM,LAL,20180115,,[],
OKC,SAC,20180115,,[],
CLE,GSW,20180115,,[],
UTA,IND,20180115,,[],
LAC,HOU,20180115,,[],
ORL,MIN,20180116,,[],
