home_team,away_team,date,box_score,play_by_play,article
CLE,LAC,20171117,,"[(""MISS Korver 28' 3PT Jump Shot"", 20.1), (""James 26' 3PT Step Back Jump Shot (33 PTS)"", 20.7), (""'MISS Griffin  3PT Jump Shot'"", 27.2), (""Williams 9' Driving Floating Jump Shot (11 PTS)"", 20.9), (""MISS James 32' 3PT Jump Shot"", 31.9), (""James 24' 3PT Jump Shot (36 PTS) (Love 2 AST)"", 32.1), (""MISS Griffin 13' Hook Shot"", 32.0), (""'CAVALIERS Rebound'"", 21.0), (""MISS Wade 1' Layup"", 33.5), (""'Griffin REBOUND (Off:0 Def:10)'"", 22.1), (""MISS Griffin 19' Turnaround Jump Shot"", 43.7), (""MISS James 9' Driving Floating Jump Shot"", 48.0), (""''"", 50.0)]",
TOR,NYK,20171117,,[],
CHI,CHO,20171117,,"[(""MISS Markkanen 26' 3PT Jump Shot"", 21.9), (""Valentine 26' 3PT Jump Shot (16 PTS) (Dunn 6 AST)"", 24.5), (""MISS Williams 24' 3PT Jump Shot"", 26.5), (""Holiday 25' 3PT Jump Shot (25 PTS) (Dunn 7 AST)"", 26.0), (""Walker 25' 3PT Jump Shot (45 PTS)"", 20.8), (""Dunn 4' Jump Bank Shot (22 PTS)"", 23.1), (""MISS Lopez 19' Jump Shot"", 21.8), (""'Kidd-Gilchrist REBOUND (Off:0 Def:4)'"", 20.1), (""MISS Walker 2' Layup"", 64.2), (""MISS Walker 42' 3PT Jump Shot"", 48.7)]",
SAS,OKC,20171117,,"[(""MISS Green 25' 3PT Jump Shot"", 29.2), (""Aldridge 1' Putback Layup (26 PTS)"", 23.7), (""'MISS Abrines  3PT Jump Shot'"", 33.4), (""MISS George 29' 3PT Pullup Jump Shot"", 34.2)]",
DAL,MIN,20171117,,[],
SAC,POR,20171117,,"[(""MISS Lillard 29' 3PT Jump Shot"", 37.8)]",
DEN,NOP,20171117,,[],
LAL,PHO,20171117,,[],
ORL,UTA,20171118,,[],
ATL,BOS,20171118,,[],
PHI,GSW,20171118,,[],
MEM,HOU,20171118,,[],
DAL,MIL,20171118,,[],
POR,SAC,20171118,,[],
TOR,WAS,20171119,,[],
MIA,IND,20171119,,[],
MIN,DET,20171119,,"[(""Jackson 7' Floating Jump Shot (12 PTS)"", 24.0), (""MISS Teague 26' 3PT Jump Shot"", 42.4), (""Jackson 1' Driving Layup (14 PTS)"", 22.1), (""Jackson 19' Jump Shot (16 PTS)"", 23.3), (""'Butler Free Throw 2 of 3 (26 PTS)'"", 23.5), (""'MISS Butler Free Throw 3 of 3'"", 25.6), (""MISS Butler 28' 3PT Jump Shot"", 48.7)]",
LAL,DEN,20171119,,[],
DET,CLE,20171120,,[],
ORL,IND,20171120,,[],
PHI,UTA,20171120,,[],
NYK,LAC,20171120,,[],
MEM,POR,20171120,,[],
MIL,WAS,20171120,,[],
NOP,OKC,20171120,,[],
DAL,BOS,20171120,,"[(""MISS Brown 25' 3PT Jump Shot"", 26.4), (""Tatum 2' Alley Oop Layup (13 PTS) (Irving 5 AST)"", 23.0), (""'MISS Irving  3PT Jump Shot'"", 44.6), (""'Horford REBOUND (Off:1 Def:7)'"", 22.6), (""MISS Horford 1' Tip Layup Shot"", 34.1), (""'Ferrell REBOUND (Off:0 Def:1)'"", 22.6), (""MISS Barnes 18' Fadeaway Jumper"", 45.0), (""''"", 50.0)]",
SAS,ATL,20171120,,[],
SAC,DEN,20171120,,[],
LAL,CHI,20171121,,"[(""MISS Lopez 25' 3PT Jump Shot"", 23.4)]",
CLE,BRK,20171122,,[],
PHI,POR,20171122,,[],
ATL,LAC,20171122,,[],
MIA,BOS,20171122,,"[(""Waiters 24' 3PT Jump Shot (21 PTS)"", 22.2)]",
NYK,TOR,20171122,,[],
HOU,DEN,20171122,,[],
MEM,DAL,20171122,,"[(""MISS Gasol 26' 3PT Running Jump Shot"", 29.1), (""Barnes 21' Pullup Jump Shot (19 PTS) (Ferrell 2 AST)"", 20.2), (""MISS Parsons 26' 3PT Pullup Jump Shot"", 30.5), (""Gasol 25' 3PT Jump Shot (14 PTS) (Evans 7 AST)"", 33.2), (""MISS Smith Jr. 19' Pullup Jump Shot"", 38.0), (""MISS Evans 2' Driving Floating Jump Shot"", 48.0), (""Green 1' Tip Dunk Shot (8 PTS)"", 48.0), (""Barnes 29' 3PT Turnaround Fadeaway Bank Jump Shot (22 PTS) (Smith Jr. 3 AST)"", 94.2)]",
MIN,ORL,20171122,,[],
NOP,SAS,20171122,,[],
OKC,GSW,20171122,,[],
UTA,CHI,20171122,,[],
SAC,LAL,20171122,,[],
ATL,NYK,20171124,,[],
BOS,ORL,20171124,,[],
CLE,CHO,20171124,,"[(""MISS Howard 1' Layup"", 23.8), (""MISS Lamb 17' Jump Shot"", 29.3), (""MISS Walker 28' 3PT Jump Shot"", 52.2), (""MISS James 27' 3PT Jump Shot"", 27.2), (""'Walker REBOUND (Off:2 Def:4)'"", 20.5), (""MISS Lamb 26' 3PT Jump Shot"", 78.8), (""MISS Walker 38' 3PT Jump Shot"", 96.0)]",
IND,TOR,20171124,,"[(""MISS DeRozan 4' Cutting Finger Roll Layup Shot"", 30.7), (""MISS VanVleet 27' 3PT Pullup Jump Shot"", 43.0)]",
MIN,MIA,20171124,,[],
OKC,DET,20171124,,"[(""MISS Westbrook 24' 3PT Jump Shot"", 20.7), (""'MISS Bradley  3PT Jump Shot'"", 21.6), (""MISS Anthony 26' 3PT Jump Shot"", 23.1), (""'Bradley  3PT Jump Shot (11 PTS) (Drummond 3 AST)'"", 26.2), (""MISS Westbrook 24' 3PT Pullup Jump Shot"", 20.9), (""MISS Westbrook 25' 3PT Jump Shot"", 21.0), (""MISS Anthony 25' 3PT Jump Shot"", 21.2), (""MISS Westbrook 29' 3PT Jump Shot"", 20.7), (""Roberson 25' 3PT Jump Shot (10 PTS) (Anthony 3 AST)"", 20.1), (""MISS Westbrook 26' 3PT Pullup Jump Shot"", 86.5)]",
DEN,MEM,20171124,,[],
GSW,CHI,20171124,,[],
PHI,ORL,20171125,,[],
WAS,POR,20171125,,"[(""MISS Beal 2' Driving Layup"", 23.4), (""McCollum 20' Fadeaway Jumper (26 PTS)"", 36.2), (""MISS Beal 15' Pullup Jump Shot"", 53.3), (""MISS Beal 27' 3PT Pullup Jump Shot"", 48.7)]",
ATL,TOR,20171125,,[],
IND,BOS,20171125,,[],
HOU,NYK,20171125,,[],
DAL,OKC,20171125,,[],
GSW,NOP,20171125,,[],
UTA,MIL,20171125,,[],
SAC,LAC,20171125,,"[(""Hield 26' 3PT Jump Shot (27 PTS)"", 33.5), (""Griffin 10' Fadeaway Jumper (33 PTS)"", 43.7), (""MISS Hield 17' Floating Jump Shot"", 48.0)]",
CHI,MIA,20171126,,[],
MIN,PHO,20171126,,[],
MEM,BRK,20171126,,[],
IND,ORL,20171127,,[],
PHI,CLE,20171127,,[],
BOS,DET,20171127,,[],
NYK,POR,20171127,,[],
HOU,BRK,20171127,,[],
SAS,DAL,20171127,,[],
GSW,SAC,20171127,,"[(""'Thompson  3PT Pullup Jump Shot (21 PTS) (McCaw 7 AST)'"", 21.5), (""MISS Green 26' 3PT Pullup Jump Shot"", 34.3), (""MISS Bogdanovic 28' 3PT Jump Shot"", 37.4), (""MISS Thompson 26' 3PT Pullup Jump Shot"", 40.6), (""MISS Thompson 13' Turnaround Jump Shot"", 32.0), (""'Cauley-Stein REBOUND (Off:3 Def:5)'"", 21.5), (""Bogdanovic 5' Driving Floating Bank Jump Shot (10 PTS)"", 36.8), (""MISS Thompson 25' 3PT Pullup Jump Shot"", 64.6)]",
LAC,LAL,20171127,,"[(""MISS Ball 25' 3PT Running Pull-Up Jump Shot"", 32.0), (""MISS Randle 26' 3PT Jump Shot"", 27.2), (""Williams 1' Driving Layup (40 PTS)"", 23.7), (""'MISS Ingram  3PT Jump Shot'"", 33.5)]",
CLE,MIA,20171128,,[],
CHI,PHO,20171128,,[],
MIN,WAS,20171128,,"[(""MISS Scott 26' 3PT Jump Shot"", 21.5), (""Scott 25' 3PT Jump Shot (12 PTS) (Mahinmi 1 AST)"", 22.6), (""MISS Porter Jr. 9' Jump Shot"", 20.1), (""MISS Porter Jr. 25' 3PT Jump Shot"", 31.1), (""MISS Gibson 20' Jump Shot"", 23.0), (""MISS Beal 16' Pullup Jump Shot"", 24.0), (""Gibson 1' Layup (16 PTS) (Jones 7 AST)"", 27.3), (""Porter Jr. 3' Layup (20 PTS) (Scott 2 AST)"", 23.4), (""MISS Towns 26' 3PT Step Back Jump Shot"", 41.7), (""'Beal REBOUND (Off:0 Def:2)'"", 20.6), (""Porter Jr. 21' Jump Shot (22 PTS) (Beal 6 AST)"", 33.9), (""MISS Wiggins 23' Pullup Jump Shot"", 26.8), (""MISS Wiggins 27' 3PT Jump Shot"", 54.4), (""MISS Towns 71' 3PT Jump Shot"", 48.7)]",
UTA,DEN,20171128,,[],
SAC,MIL,20171128,,[],
DET,PHO,20171129,,[],
ORL,OKC,20171129,,[],
PHI,WAS,20171129,,[],
NYK,MIA,20171129,,[],
TOR,CHO,20171129,,[],
HOU,IND,20171129,,[],
NOP,MIN,20171129,,[],
DAL,BRK,20171129,,[],
SAS,MEM,20171129,,[],
LAL,GSW,20171129,,"[(""MISS Ingram 19' Jump Shot"", 21.2), (""MISS Durant 12' Jump Shot"", 23.1), (""Green 1' Tip Layup Shot (14 PTS)"", 23.4), (""Randle 2' Driving Layup (20 PTS) (Ball 9 AST)"", 20.8), (""MISS Curry 22' Jump Shot"", 25.5), (""Caldwell-Pope 4' Driving Floating Jump Shot (18 PTS)"", 27.7), (""Durant 27' 3PT Jump Shot (25 PTS) (Green 8 AST)"", 32.1), (""MISS Durant 20' Pullup Jump Shot"", 41.2), (""MISS Ingram 3' Driving Layup"", 48.0), (""''"", 50.0)]",
ATL,CLE,20171130,,"[(""James 26' 3PT Jump Shot (22 PTS)"", 27.0)]",
BOS,PHI,20171130,,[],
DEN,CHI,20171130,,"[(""MISS Barton 25' 3PT Jump Shot"", 24.2), (""MISS Murray 11' Pullup Jump Shot"", 20.9), (""'MISS Valentine  3PT Jump Shot'"", 27.3), (""MISS Faried 4' Layup"", 25.2), (""Markkanen 12' Jump Shot (20 PTS)"", 22.3), (""MISS Holiday 25' 3PT Jump Shot"", 42.7), (""'Faried REBOUND (Off:4 Def:9)'"", 21.1), (""Dunn 3' Driving Layup (19 PTS)"", 47.0), (""Barton 2' Driving Reverse Layup (37 PTS)"", 64.2)]",
POR,MIL,20171130,,[],
LAC,UTA,20171130,,[],
ORL,GSW,20171201,,[],
WAS,DET,20171201,,[],
TOR,IND,20171201,,[],
MIA,CHO,20171201,,"[(""MISS Batum 25' 3PT Jump Shot"", 22.8)]",
CHI,SAC,20171201,,"[(""MISS Holiday 25' 3PT Jump Shot"", 22.0), (""Bogdanovic 26' 3PT Jump Shot (17 PTS) (Randolph 3 AST)"", 21.2), (""MISS Holiday 25' 3PT Jump Shot"", 31.4), (""MISS Markkanen 26' 3PT Jump Shot"", 37.7)]",
MEM,SAS,20171201,,[],
OKC,MIN,20171201,,"[(""MISS Teague 25' 3PT Pullup Jump Shot"", 23.6)]",
UTA,NOP,20171201,,"[(""Miller 27' 3PT Jump Shot (15 PTS) (Rondo 11 AST)"", 20.9), (""MISS Rondo 25' 3PT Jump Shot"", 22.8), (""Ingles 25' 3PT Jump Shot (13 PTS) (Mitchell 4 AST)"", 27.6), (""Mitchell 2' Driving Layup (36 PTS)"", 21.7), (""MISS Miller 27' 3PT Step Back Jump Shot"", 20.8)]",
BOS,PHO,20171202,,[],
DAL,LAC,20171202,,[],
CLE,MEM,20171202,,"[(""Brooks 26' 3PT Jump Shot (7 PTS) (Evans 12 AST)"", 25.3), (""MISS James 26' 3PT Jump Shot"", 32.7), (""James 2' Layup (29 PTS)"", 24.2), (""MISS Evans 16' Step Back Jump Shot"", 23.2)]",
PHI,DET,20171202,,[],
MIL,SAC,20171202,,"[(""Henson 6' Hook Shot (8 PTS) (Antetokounmpo 5 AST)"", 20.5), (""MISS Bogdanovic 27' 3PT Jump Shot"", 31.6)]",
DEN,LAL,20171202,,[],
POR,NOP,20171202,,[],
NYK,ORL,20171203,,[],
MIA,GSW,20171203,,[],
MIN,LAC,20171203,,[],
OKC,SAS,20171203,,"[(""MISS Bertans 29' 3PT Jump Shot"", 33.5), (""MISS Paul 26' 3PT Jump Shot"", 38.7)]",
LAL,HOU,20171203,,[],
IND,NYK,20171204,,[],
PHI,PHO,20171204,,[],
ATL,BRK,20171204,,[],
BOS,MIL,20171204,,[],
CHI,CLE,20171204,,[],
MEM,MIN,20171204,,"[(""MISS Butler 25' 3PT Pullup Jump Shot"", 22.1), (""MISS Butler 2' Driving Reverse Layup"", 25.1), (""MISS Brooks 26' 3PT Jump Shot"", 28.7), (""MISS Towns 17' Jump Shot"", 30.9), (""MISS Butler 26' 3PT Turnaround Fadeaway Bank Jump Shot"", 44.3)]",
NOP,GSW,20171204,,[],
DAL,DEN,20171204,,[],
SAS,DET,20171204,,"[(""'MISS Green  3PT Jump Shot'"", 20.2), (""MISS Bradley 25' 3PT Pullup Jump Shot"", 20.6), (""MISS Gay 26' 3PT Pullup Jump Shot"", 21.8), (""MISS Harris 26' 3PT Pullup Jump Shot"", 43.0)]",
UTA,WAS,20171204,,[],
TOR,PHO,20171205,,[],
OKC,UTA,20171205,,"[(""'MISS Ingles  3PT Jump Shot'"", 21.4), (""Anthony 1' Driving Layup (14 PTS) (Westbrook 14 AST)"", 20.7), (""MISS Mitchell 28' 3PT Pullup Jump Shot"", 31.1)]",
POR,WAS,20171205,,[],
CLE,SAC,20171206,,"[(""MISS James 27' 3PT Jump Shot"", 21.4), (""MISS Randolph 11' Driving Floating Jump Shot"", 20.6), (""James 4' Driving Hook Shot (29 PTS)"", 23.0)]",
IND,CHI,20171206,,"[(""'MISS Oladipo  Driving Finger Roll Layup'"", 23.2), (""Oladipo 27' 3PT Pullup Jump Shot (26 PTS)"", 47.1), (""MISS Dunn 20' Step Back Jump Shot"", 36.9), (""'Oladipo REBOUND (Off:0 Def:8)'"", 20.5), (""MISS Markkanen 28' 3PT Jump Shot"", 94.2)]",
ORL,ATL,20171206,,"[(""'MISS Gordon  3PT Jump Shot'"", 23.3), (""Fournier 3' Driving Layup (25 PTS)"", 20.1), (""MISS Bazemore 8' Floating Jump Shot"", 22.4), (""MISS Schroder 1' Driving Layup"", 27.7), (""MISS Ilyasova 1' Putback Layup"", 29.3), (""MISS Fournier 3' Layup"", 23.4), (""'Schroder Free Throw 1 of 2 (21 PTS)'"", 21.2), (""Augustin 26' 3PT Jump Shot (7 PTS) (Vucevic 3 AST)"", 37.8), (""''"", 50.0)]",
BOS,DAL,20171206,,[],
NYK,MEM,20171206,,[],
MIL,DET,20171206,,[],
NOP,DEN,20171206,,[],
SAS,MIA,20171206,,[],
LAC,MIN,20171206,,[],
PHI,LAL,20171207,,"[(""MISS Ball 28' 3PT Pullup Jump Shot"", 44.3), (""'Simmons REBOUND (Off:0 Def:12)'"", 22.1), (""MISS Embiid 5' Layup"", 36.8), (""'Ball REBOUND (Off:2 Def:6)'"", 23.3), (""Ingram 27' 3PT Jump Shot (21 PTS) (Ball 8 AST)"", 47.4), (""MISS Holmes 26' 3PT Jump Shot"", 48.7)]",
UTA,HOU,20171207,,[],
DET,GSW,20171208,,"[(""MISS Jackson 4' Running Layup"", 35.1)]",
IND,CLE,20171208,,"[(""Bogdanovic 28' 3PT Jump Shot (10 PTS) (Joseph 2 AST)"", 24.0)]",
ORL,DEN,20171208,,[],
MEM,TOR,20171208,,[],
MIL,DAL,20171208,,"[(""Middleton 29' 3PT Jump Shot (26 PTS)"", 21.8), (""MISS Barnes 27' 3PT Jump Shot"", 33.3)]",
NOP,SAC,20171208,,"[(""'Cousins  Dunk (35 PTS) (Nelson 3 AST)'"", 22.6), (""Hield 25' 3PT Jump Shot (18 PTS) (Mason 3 AST)"", 32.8), (""MISS Holiday 11' Turnaround Jump Shot"", 34.3), (""'Mason REBOUND (Off:0 Def:5)'"", 24.0), (""MISS Randolph 11' Layup"", 48.0), (""''"", 50.0)]",
SAS,BOS,20171208,,"[(""MISS Horford 24' 3PT Jump Shot"", 20.7), (""Tatum 24' 3PT Jump Shot (20 PTS) (Rozier 1 AST)"", 25.8), (""Irving 27' 3PT Pullup Jump Shot (36 PTS)"", 33.8), (""Aldridge 5' Turnaround Hook Shot (27 PTS)"", 20.2), (""MISS Irving 26' 3PT Pullup Jump Shot"", 35.3), (""MISS Irving 26' 3PT Step Back Jump Shot"", 41.9), (""'Gay REBOUND (Off:4 Def:4)'"", 20.6), (""MISS Gay 26' 3PT Jump Shot"", 44.3), (""'Ginobili REBOUND (Off:1 Def:3)'"", 22.3), (""Ginobili 25' 3PT Pullup Jump Shot (11 PTS)"", 48.7), (""MISS Irving 24' 3PT Jump Shot"", 40.8)]",
LAC,WAS,20171209,,"[(""MISS Gallinari 27' 3PT Jump Shot"", 22.6), (""'Scott  3PT Jump Shot (18 PTS) (Porter Jr. 5 AST)'"", 28.0), (""MISS Gallinari 25' 3PT Jump Shot"", 20.7), (""MISS Rivers 24' 3PT Jump Shot"", 50.1), (""Rivers 25' 3PT Jump Shot (16 PTS) (Jordan 2 AST)"", 54.4), (""Beal 2' Cutting Layup Shot (24 PTS) (Gortat 4 AST)"", 48.9), (""Williams 29' 3PT Pullup Jump Shot (35 PTS)"", 81.3), (""MISS Gortat 21' Jump Shot"", 93.4)]",
ATL,ORL,20171209,,"[(""Simmons 25' 3PT Jump Shot (29 PTS) (Vucevic 10 AST)"", 21.4), (""MISS Belinelli 25' 3PT Jump Shot"", 24.5), (""MISS Vucevic 25' 3PT Jump Shot"", 23.9), (""MISS Hezonja 25' 3PT Pullup Jump Shot"", 27.0), (""Vucevic 4' Layup (31 PTS) (Simmons 5 AST)"", 25.4), (""Bazemore 1' Running Dunk (15 PTS)"", 32.0), (""'MISS Mack  3PT Jump Shot'"", 48.8)]",
CLE,PHI,20171209,,"[(""'Korver  3PT Jump Shot (13 PTS) (James 10 AST)'"", 20.9), (""MISS Korver 31' 3PT Jump Shot"", 21.0), (""MISS Saric 25' 3PT Jump Shot"", 22.6), (""MISS Holmes 26' 3PT Jump Shot"", 25.7), (""MISS James 27' 3PT Jump Shot"", 28.2), (""Wade 10' Driving Floating Jump Shot (13 PTS) (James 12 AST)"", 21.2), (""MISS Redick 27' 3PT Jump Shot"", 31.2)]",
CHI,NYK,20171209,,"[(""Porzingis 18' Jump Shot (23 PTS) (Lee 2 AST)"", 31.6), (""MISS Porzingis 25' 3PT Jump Shot"", 81.3)]",
MIL,UTA,20171209,,[],
MEM,OKC,20171209,,"[(""Abrines 26' 3PT Jump Shot (14 PTS) (Westbrook 12 AST)"", 25.4), (""'MISS McLemore  3PT Jump Shot'"", 28.7), (""'Gasol Free Throw 1 of 2 (20 PTS)'"", 25.1), (""'MISS Gasol Free Throw 2 of 2'"", 28.2), (""'MISS Evans Free Throw 1 of 2'"", 39.9), (""'Evans Free Throw 2 of 2 (22 PTS)'"", 42.5), (""MISS Westbrook 28' 3PT Jump Shot"", 50.3), (""''"", 50.0)]",
POR,HOU,20171209,,"[(""Ariza 24' 3PT Jump Shot (13 PTS) (Paul 5 AST)"", 21.0)]",
SAC,TOR,20171210,,[],
DET,BOS,20171210,,[],
IND,DEN,20171210,,"[(""MISS Oladipo 25' 3PT Pullup Jump Shot"", 48.2), (""MISS Oladipo 2' Driving Finger Roll Layup"", 35.1), (""Young 1' Putback Layup (16 PTS)"", 35.1), (""MISS Barton 19' Step Back Jump Shot"", 43.9), (""''"", 50.0)]",
MIN,DAL,20171210,,"[(""Butler 17' Turnaround Fadeaway (22 PTS)"", 21.5), (""'MISS Barnes  3PT Jump Shot'"", 37.5), (""Wiggins 6' Turnaround Jump Shot (10 PTS) (Towns 4 AST)"", 20.9), (""MISS Matthews 26' 3PT Jump Shot"", 34.6)]",
NOP,PHI,20171210,,[],
NYK,ATL,20171210,,"[(""MISS Belinelli 27' 3PT Jump Shot"", 31.8)]",
CHI,BOS,20171211,,[],
HOU,NOP,20171211,,"[(""'Rondo  3PT Jump Shot (11 PTS) (Miller 4 AST)'"", 21.6)]",
MEM,MIA,20171211,,[],
OKC,CHO,20171211,,[],
GSW,POR,20171211,,[],
LAC,TOR,20171211,,"[(""MISS Teodosic 26' 3PT Pullup Jump Shot"", 20.2), (""MISS Ibaka 24' 3PT Step Back Jump Shot"", 23.5), (""MISS Ibaka 17' Jump Shot"", 21.2), (""Teodosic 27' 3PT Jump Shot (12 PTS) (Jordan 4 AST)"", 29.4)]",
CLE,ATL,20171212,,[],
DET,DEN,20171212,,[],
NYK,LAL,20171212,,"[(""MISS Caldwell-Pope 26' 3PT Jump Shot"", 22.5), (""Kuzma 25' 3PT Jump Shot (17 PTS) (Ingram 4 AST)"", 33.4), (""MISS Porzingis 26' 3PT Jump Shot"", 50.2), (""''"", 50.0)]",
DAL,SAS,20171212,,[],
MIN,PHI,20171212,,"[(""Saric 26' 3PT Jump Shot (13 PTS) (Embiid 6 AST)"", 35.0), (""Simmons 1' Cutting Dunk Shot (2 PTS) (Embiid 7 AST)"", 24.8), (""'MISS Wiggins  3PT Jump Shot'"", 39.4), (""MISS Butler 25' 3PT Jump Shot"", 39.9), (""MISS Wiggins 1' Tip Layup Shot"", 23.3), (""Butler 25' 3PT Step Back Jump Shot (32 PTS) (Wiggins 2 AST)"", 42.9), (""Simmons 2' Reverse Layup (4 PTS) (Redick 2 AST)"", 33.5), (""Butler 25' 3PT Jump Shot (35 PTS)"", 56.2), (""MISS Butler 20' Step Back Jump Shot"", 43.9), (""''"", 50.0)]",
SAC,PHO,20171212,,[],
IND,OKC,20171213,,"[(""MISS Abrines 8' Driving Layup"", 23.3), (""'Westbrook REBOUND (Off:3 Def:14)'"", 20.2), (""MISS Westbrook 2' Putback Layup"", 22.9), (""'Abrines REBOUND (Off:1 Def:3)'"", 20.5), (""Abrines 1' Tip Layup Shot (14 PTS)"", 22.6)]",
ORL,LAC,20171213,,[],
WAS,MEM,20171213,,[],
BOS,DEN,20171213,,[],
MIA,POR,20171213,,"[(""MISS Waiters 16' Pullup Jump Shot"", 20.6), (""MISS Aminu 1' Driving Layup"", 21.6), (""Lillard 1' Driving Layup (15 PTS)"", 22.7)]",
CHI,UTA,20171213,,"[(""MISS Hood 25' 3PT Jump Shot"", 34.2), (""MISS Mitchell 30' 3PT Jump Bank Shot"", 48.7)]",
NOP,MIL,20171213,,[],
HOU,CHO,20171213,,[],
ATL,DET,20171214,,[],
CLE,LAL,20171214,,[],
MIN,SAC,20171214,,[],
GSW,DAL,20171214,,[],
IND,DET,20171215,,"[(""'MISS Stephenson  3PT Jump Shot'"", 41.4), (""MISS Turner 2' Jump Shot"", 24.5), (""MISS Turner 27' 3PT Jump Shot"", 47.8)]",
ORL,POR,20171215,,[],
PHI,OKC,20171215,,"[(""Simmons 1' Cutting Dunk Shot (10 PTS) (Embiid 4 AST)"", 23.6), (""MISS Westbrook 3' Driving Dunk"", 30.0), (""'Covington REBOUND (Off:0 Def:9)'"", 20.1), (""MISS George 31' 3PT Jump Shot"", 49.4), (""''"", 50.0)]",
WAS,LAC,20171215,,[],
BOS,UTA,20171215,,[],
TOR,BRK,20171215,,[],
MEM,ATL,20171215,,"[(""MISS Green 26' 3PT Jump Shot"", 26.6), (""Chalmers 24' 3PT Jump Shot (16 PTS) (Evans 3 AST)"", 27.4), (""MISS Prince 10' Pullup Jump Shot"", 23.8), (""Evans 2' Driving Layup (22 PTS)"", 26.6), (""MISS Schroder 4' Driving Floating Jump Shot"", 24.7), (""MISS Ilyasova 20' Jump Shot"", 37.8), (""MISS Prince 25' 3PT Jump Shot"", 81.3), (""'MISS Bazemore  3PT Jump Shot'"", 94.2)]",
MIL,CHI,20171215,,[],
DEN,NOP,20171215,,"[(""MISS Holiday 25' 3PT Step Back Jump Shot"", 33.6), (""MISS Holiday 6' Running Layup"", 21.3), (""Davis 2' Putback Layup (22 PTS)"", 21.5), (""Harris 2' Driving Reverse Layup (21 PTS) (Murray 3 AST)"", 30.2), (""Cousins 2' Driving Reverse Layup (27 PTS)"", 34.2), (""MISS Lyles 26' 3PT Jump Shot"", 45.3), (""'Plumlee REBOUND (Off:2 Def:7)'"", 23.8), (""Plumlee 1' Tip Dunk Shot (9 PTS)"", 37.3), (""MISS Holiday 19' Pullup Jump Shot"", 93.4), (""''"", 50.0)]",
HOU,SAS,20171215,,[],
CLE,UTA,20171216,,[],
NYK,OKC,20171216,,[],
MIA,LAC,20171216,,"[(""Richardson 27' 3PT Jump Shot (26 PTS) (Dragic 2 AST)"", 21.8), (""MISS Teodosic 25' 3PT Jump Shot"", 20.9), (""MISS Teodosic 26' 3PT Jump Shot"", 31.0), (""Williams 25' 3PT Jump Shot (13 PTS) (Teodosic 5 AST)"", 31.9), (""MISS Richardson 25' 3PT Jump Shot"", 36.5), (""Dragic 11' Jump Shot (10 PTS) (Adebayo 3 AST)"", 25.0), (""MISS Dragic 26' 3PT Jump Shot"", 29.4), (""MISS Wilson 26' 3PT Jump Shot"", 35.6)]",
HOU,MIL,20171216,,[],
MIN,PHO,20171216,,"[(""Gibson 1' Cutting Dunk Shot (18 PTS) (Teague 8 AST)"", 24.6), (""MISS Butler 3' Driving Layup"", 26.5), (""Butler 1' Tip Layup Shot (10 PTS)"", 26.7), (""MISS Warren 4' Running Jump Shot"", 28.9), (""MISS Butler 18' Step Back Jump Shot"", 23.7), (""'Canaan Free Throw 1 of 3 (13 PTS)'"", 22.4), (""MISS Butler 4' Driving Layup"", 42.6), (""MISS Butler 16' Jump Shot"", 48.0)]",
SAS,DAL,20171216,,"[(""Aldridge 10' Turnaround Jump Shot (22 PTS)"", 26.2), (""Ginobili 1' Driving Finger Roll Layup (12 PTS)"", 43.7), (""MISS Matthews 49' 3PT Jump Bank Shot"", 94.2)]",
MEM,BOS,20171216,,[],
TOR,SAC,20171217,,[],
DET,ORL,20171217,,[],
WAS,CLE,20171217,,[],
IND,BOS,20171218,,"[(""Irving 13' Step Back Jump Shot (24 PTS)"", 23.0), (""Oladipo 1' Driving Finger Roll Layup (31 PTS)"", 20.9), (""MISS Irving 26' 3PT Jump Shot"", 36.0), (""Oladipo 27' 3PT Jump Shot (34 PTS) (Sabonis 2 AST)"", 39.5), (""Rozier 1' Running Dunk (9 PTS)"", 78.5), (""MISS Collison 57' 3PT Jump Shot"", 96.0)]",
ATL,MIA,20171218,,"[(""Bazemore 15' Pullup Jump Shot (14 PTS)"", 22.5)]",
CHI,PHI,20171218,,"[(""Dunn 25' 3PT Jump Shot (18 PTS)"", 22.7), (""MISS Covington 27' 3PT Jump Shot"", 27.5), (""MISS Simmons 5' Jump Shot"", 42.0), (""MISS Simmons 75' 3PT Jump Shot"", 94.2)]",
HOU,UTA,20171218,,[],
MIN,POR,20171218,,"[(""MISS McCollum 26' 3PT Jump Shot"", 25.7), (""MISS Teague 25' 3PT Jump Shot"", 34.5), (""MISS Crawford 26' 3PT Jump Shot"", 35.7), (""MISS Butler 18' Jump Shot"", 24.1), (""MISS Aminu 3' Layup"", 21.3), (""McCollum 20' Pullup Jump Shot (20 PTS) (Lillard 13 AST)"", 30.6), (""MISS Butler 18' Step Back Jump Shot"", 33.7), (""MISS Lillard 1' Driving Layup"", 20.7), (""'Butler Free Throw 1 of 2 (36 PTS)'"", 39.1), (""'Butler Free Throw 2 of 2 (37 PTS)'"", 36.7), (""MISS Lillard 27' 3PT Jump Shot"", 96.0)]",
