home_team,date,plays
MIA,20061031,[]
LAL,20061031,[]
PHI,20061101,[]
CHA,20061101,[]
ORL,20061101,[]
BOS,20061101,"[(""MISS Pierce 19' Jump Shot"", 20.3), (""MISS West 25' 3PT Jump Shot"", 30.7)]"
NJN,20061101,[]
DET,20061101,[]
CLE,20061101,"[(""James 25' 3PT Jump Shot (22 PTS)"", 21.8), (""Arenas 25' 3PT Jump Shot (7 PTS)"", 20.4), (""MISS James 25' 3PT Jump Shot"", 23.6), (""MISS James 1' Layup"", 20.4), (""Jamison 9' Jump Hook Shot (19 PTS)"", 22.1), (""Hughes 1' Driving Dunk (27 PTS) (Snow 4 AST)"", 20.4), (""'MISS Hayes  3PT Jump Shot'"", 36.2), (""MISS Hayes 15' Jump Shot"", 25.8), (""James 1' Driving Finger Roll (26 PTS)"", 29.1), (""MISS Hayes 25' 3PT Jump Shot"", 62.5), (""MISS Jamison 25' 3PT Jump Shot"", 43.0)]"
MEM,20061101,"[(""MISS Atkins 25' 3PT Jump Shot"", 25.1), (""'Gay  Layup (15 PTS)'"", 26.2), (""MISS Francis 20' Jump Bank Shot"", 30.9), (""'Atkins REBOUND (Off:0 Def:2)'"", 20.8), (""'MISS Lowry  Driving Layup'"", 34.3), (""'Lee REBOUND (Off:2 Def:6)'"", 23.5), (""MISS Crawford 26' 3PT Jump Shot"", 50.3), (""''"", 50.0)]"
MIN,20061101,[]
UTA,20061101,[]
SEA,20061101,"[(""Allen 25' 3PT Jump Shot (22 PTS) (Ridnour 13 AST)"", 27.4), (""MISS Ridnour 14' Jump Shot"", 27.7), (""MISS Jack 25' 3PT Jump Shot"", 42.7), (""'Udoka REBOUND (Off:1 Def:0)'"", 21.0), (""'Udoka REBOUND (Off:2 Def:0)'"", 20.2), (""MISS Allen 25' 3PT Jump Shot"", 66.8), (""MISS Wilkins 9' Jump Shot"", 42.0)]"
PHO,20061101,[]
GSW,20061101,[]
DAL,20061102,"[(""Bowen 24' 3PT Jump Shot (13 PTS) (Ginobili 5 AST)"", 25.0), (""MISS Nowitzki 19' Jump Shot"", 20.4), (""MISS Terry 24' 3PT Jump Shot"", 38.1)]"
LAC,20061102,"[(""Thomas 28' 3PT Jump Shot (18 PTS) (Cassell 5 AST)"", 20.6), (""MISS Cassell 26' 3PT Jump Shot"", 36.2), (""MISS Smith 25' 3PT Jump Shot"", 27.8), (""Ross 16' Jump Shot (4 PTS) (Thomas 3 AST)"", 26.6), (""Smith 27' 3PT Jump Shot (19 PTS) (Miller 7 AST)"", 45.0), (""Thomas 27' 3PT Jump Shot (21 PTS) (Cassell 6 AST)"", 45.8), (""'MISS Miller  Layup'"", 34.9), (""'Smith  Driving Dunk (21 PTS)'"", 37.3), (""'Cassell Free Throw 1 of 2 (34 PTS)'"", 25.3), (""'Cassell Free Throw 2 of 2 (35 PTS)'"", 22.8), (""'MISS Miller  Layup'"", 53.3), (""MISS Boykins 20' Jump Shot"", 93.4)]"
TOR,20061103,[]
ORL,20061103,"[(""Turkoglu 25' 3PT Jump Shot (15 PTS)"", 24.9), (""MISS Dooling 25' 3PT Jump Shot"", 31.6), (""'MISS Turkoglu  Tip Shot'"", 21.4), (""'MISS Nelson  Layup'"", 23.5), (""Hill 10' Jump Bank Shot (25 PTS)"", 28.4), (""Iverson 8' Running Jump Shot (39 PTS)"", 45.0), (""MISS Hill 16' Jump Shot"", 42.6)]"
IND,20061103,[]
BOS,20061103,[]
ATL,20061103,[]
MIA,20061103,"[(""Posey 24' 3PT Jump Shot (8 PTS) (Wade 5 AST)"", 25.8)]"
MEM,20061103,[]
SAS,20061103,[]
CHI,20061103,"[(""MISS World Peace 24' 3PT Jump Shot"", 33.4), (""Martin 18' Jump Shot (30 PTS) (Bibby 9 AST)"", 53.3)]"
DEN,20061103,"[(""'MISS Anthony  3PT Jump Shot'"", 22.5), (""Blount 16' Fadeaway Jumper (10 PTS)"", 23.7), (""MISS Anthony 24' 3PT Jump Shot"", 33.7), (""MISS Anthony 26' 3PT Jump Shot"", 43.0), (""MISS Anthony 32' 3PT Jump Shot"", 48.7)]"
PHO,20061103,"[(""MISS Bell 26' 3PT Jump Shot"", 21.1), (""MISS D. Williams 25' 3PT Jump Shot"", 23.7), (""'Harpring  Reverse Layup (14 PTS)'"", 21.2), (""'Harpring  Layup (16 PTS) (Kirilenko 3 AST)'"", 23.3), (""'Harpring REBOUND (Off:1 Def:3)'"", 20.3), (""'Boozer  Dunk (21 PTS)'"", 33.0), (""'MISS Barbosa  Layup'"", 27.0)]"
LAL,20061103,"[(""Lewis 9' Jump Shot (23 PTS)"", 20.1), (""'Parker  Driving Finger Roll (11 PTS) (Bryant 6 AST)'"", 24.3), (""MISS Allen 7' Jump Shot"", 23.2), (""'MISS Wilcox  Tip Shot'"", 23.4), (""MISS Allen 25' 3PT Jump Shot"", 33.3)]"
GSW,20061103,[]
WAS,20061104,[]
CHA,20061104,[]
NYK,20061104,[]
DET,20061104,[]
MIL,20061104,[]
HOU,20061104,[]
UTA,20061104,[]
POR,20061104,"[(""Davis 25' 3PT Jump Shot (16 PTS) (James 7 AST)"", 23.2), (""MISS Roy 25' 3PT Jump Shot"", 32.2), (""'MISS James  Driving Layup'"", 23.5), (""Dixon 24' 3PT Jump Shot (10 PTS) (Roy 8 AST)"", 69.9), (""MISS Garnett 8' Jump Shot"", 48.0)]"
LAC,20061104,[]
TOR,20061105,[]
PHI,20061105,[]
ATL,20061105,[]
NOK,20061105,[]
SEA,20061105,[]
ORL,20061106,"[(""'MISS Jamison  3PT Jump Shot'"", 41.7), (""MISS Butler 20' Jump Shot"", 26.6), (""'MISS Thomas  Layup'"", 27.8), (""MISS Arenas 27' 3PT Jump Shot"", 48.7)]"
NYK,20061106,"[(""MISS Marbury 25' 3PT Jump Shot"", 22.3)]"
CHI,20061106,[]
DAL,20061106,"[(""MISS Stackhouse 24' 3PT Jump Shot"", 40.8)]"
UTA,20061106,"[(""MISS Okur 9' Jump Shot"", 22.1), (""'MISS Hamilton  Layup'"", 42.6)]"
SAC,20061106,[]
LAC,20061106,[]
CLE,20061107,"[(""Johnson 27' 3PT Jump Shot (18 PTS) (Lue 9 AST)"", 26.2), (""MISS Gooden 26' 3PT Jump Shot"", 34.0), (""Childress 2' Layup (4 PTS) (Lue 10 AST)"", 25.6), (""MISS James 25' 3PT Jump Shot"", 40.5), (""Hughes 26' 3PT Jump Shot (17 PTS) (James 6 AST)"", 45.0), (""MISS Smith 16' Jump Shot"", 39.2), (""'Gooden REBOUND (Off:4 Def:7)'"", 20.7), (""Lue 1' Driving Layup (16 PTS)"", 48.0), (""''"", 50.0)]"
IND,20061107,[]
MIA,20061107,"[(""MISS Wade 25' 3PT Jump Shot"", 28.7), (""Posey 24' 3PT Jump Shot (6 PTS) (Wade 6 AST)"", 49.7), (""MISS Wilkins 24' 3PT Jump Shot"", 48.7)]"
MEM,20061107,[]
NOK,20061107,"[(""MISS Dunleavy 24' 3PT Jump Shot"", 22.5), (""MISS Stojakovic 25' 3PT Jump Shot"", 26.4), (""'Stojakovic  Layup (15 PTS) (Paul 11 AST)'"", 20.2), (""MISS Davis 25' 3PT Jump Shot"", 34.7), (""MISS Davis 25' 3PT Jump Shot"", 42.4), (""MISS Roberson 26' 3PT Jump Shot"", 36.3)]"
LAL,20061107,[]
TOR,20061108,"[(""Jones 19' Jump Shot (13 PTS) (Ford 7 AST)"", 23.0), (""MISS Webber 16' Jump Bank Shot"", 25.2), (""Bosh 5' Jump Hook Shot (26 PTS)"", 27.5), (""Iverson 18' Jump Shot (35 PTS)"", 24.6), (""'Ford  Reverse Layup (11 PTS)'"", 32.0), (""Webber 7' Jump Hook Shot (14 PTS) (Iverson 10 AST)"", 25.9), (""Bosh 32' 3PT Jump Shot (29 PTS)"", 48.3), (""MISS Iguodala 24' 3PT Jump Shot"", 94.2)]"
WAS,20061108,[]
ORL,20061108,"[(""Allen 26' 3PT Jump Shot (21 PTS)"", 21.3), (""MISS Lewis 14' Jump Shot"", 29.5), (""MISS Hill 20' Jump Shot"", 23.6), (""'Lewis  Layup (16 PTS) (Ridnour 6 AST)'"", 55.8), (""Turkoglu 22' Jump Shot (18 PTS)"", 93.4)]"
BOS,20061108,"[(""MISS May 2' Layup"", 27.4), (""MISS Wallace 4' Jump Shot"", 28.4), (""Wallace 3' Layup (8 PTS)"", 29.8), (""MISS Pierce 22' Jump Shot"", 48.0), (""''"", 50.0)]"
NJN,20061108,"[(""'Wright  3PT Jump Shot (15 PTS) (Jefferson 4 AST)'"", 20.1), (""MISS Okur 27' 3PT Jump Shot"", 21.6), (""MISS Okur 26' 3PT Jump Shot"", 32.7)]"
MIL,20061108,[]
SAS,20061108,"[(""Parker 1' Driving Layup (24 PTS)"", 24.9), (""Duncan 2' Layup (23 PTS) (Oberto 2 AST)"", 20.7), (""'Bell Free Throw 1 of 2 (17 PTS)'"", 39.9), (""'MISS Bell Free Throw 2 of 2'"", 37.4), (""MISS Duncan 40' 3PT Turnaround Jump Shot"", 50.2), (""''"", 50.0)]"
DEN,20061108,"[(""'Marbury  3PT Jump Shot (10 PTS) (Curry 1 AST)'"", 32.3), (""MISS Boykins 24' 3PT Jump Shot"", 44.2), (""'Smith REBOUND (Off:1 Def:1)'"", 21.8), (""Crawford 26' 3PT Jump Shot (35 PTS)"", 49.3), (""'MISS Smith  Tip Shot'"", 48.0)]"
POR,20061108,[]
LAC,20061108,[]
SAC,20061108,[]
CLE,20061109,[]
PHO,20061109,"[(""Nash 8' Jump Shot (20 PTS)"", 20.3), (""MISS George 15' Jump Shot"", 25.4), (""MISS Nash 13' Jump Shot"", 23.4)]"
GSW,20061109,[]
TOR,20061110,[]
PHI,20061110,"[(""MISS Green 26' 3PT Jump Shot"", 33.2)]"
WAS,20061110,"[(""MISS Redd 24' 3PT Jump Shot"", 22.5), (""MISS Butler 24' 3PT Jump Shot"", 32.2), (""'Jamison  Layup (22 PTS)'"", 22.0), (""MISS Villanueva 5' Jump Shot"", 21.5)]"
CHA,20061110,[]
IND,20061110,[]
BOS,20061110,[]
NJN,20061110,"[(""Payton 25' 3PT Jump Shot (14 PTS) (Haslem 2 AST)"", 20.8)]"
HOU,20061110,[]
POR,20061110,"[(""MISS Stojakovic 27' 3PT Jump Shot"", 21.2), (""MISS Paul 12' Jump Shot"", 20.5), (""MISS Dixon 9' Jump Shot"", 23.6), (""'MISS Paul  Layup'"", 47.0), (""Stojakovic 25' 3PT Jump Shot (21 PTS) (Mason 2 AST)"", 38.7)]"
LAL,20061110,[]
ATL,20061111,"[(""MISS Smith 27' 3PT Jump Shot"", 22.0), (""MISS Allen 25' 3PT Jump Shot"", 26.2), (""MISS Smith 27' 3PT Jump Shot"", 29.6), (""MISS Pachulia 1' Layup"", 22.7), (""'Allen  Layup (27 PTS)'"", 23.2), (""MISS Smith 5' Jump Shot"", 22.2), (""MISS Johnson 27' 3PT Jump Shot"", 47.8), (""'Childress  Tip Shot (15 PTS)'"", 26.1), (""MISS Ridnour 29' 3PT Jump Shot"", 47.4), (""MISS Johnson 24' 3PT Jump Shot"", 50.2), (""''"", 50.0)]"
CLE,20061111,"[(""MISS Pierce 24' 3PT Jump Shot"", 37.0), (""MISS Pierce 29' 3PT Jump Shot"", 96.0)]"
SAS,20061111,[]
MIN,20061111,[]
CHI,20061111,"[(""'MISS Hinrich  3PT Jump Shot'"", 28.9), (""Hinrich 26' 3PT Jump Shot (20 PTS) (Duhon 2 AST)"", 28.8)]"
MIL,20061111,"[(""Redd 27' 3PT Jump Shot (57 PTS) (Williams 8 AST)"", 37.8), (""'Harpring  Layup (17 PTS) (D. Williams 15 AST)'"", 43.9), (""MISS Redd 27' 3PT Jump Shot"", 94.2)]"
PHO,20061111,[]
GSW,20061111,[]
LAC,20061112,[]
WAS,20061112,"[(""MISS Carter 26' 3PT Jump Shot"", 20.6), (""MISS Daniels 1' Layup"", 22.4), (""'Kidd REBOUND (Off:0 Def:11)'"", 20.8), (""Carter 26' 3PT Jump Shot (28 PTS) (Nachbar 1 AST)"", 48.7), (""''"", 50.0)]"
CHA,20061112,[]
MIA,20061112,[]
SAC,20061112,[]
POR,20061112,"[(""MISS Dixon 24' 3PT Jump Shot"", 21.0)]"
LAL,20061112,[]
BOS,20061113,"[(""MISS Turkoglu 25' 3PT Jump Shot"", 22.8), (""Hill 2' Driving Layup (18 PTS)"", 23.5), (""MISS West 23' Jump Shot"", 25.1)]"
NJN,20061113,[]
NYK,20061113,"[(""Hughes 21' Jump Shot (14 PTS)"", 20.3), (""MISS Marbury 24' 3PT Jump Shot"", 30.9)]"
ATL,20061114,"[(""Ilyasova 27' 3PT Jump Shot (5 PTS)"", 22.8), (""MISS Williams 28' 3PT Jump Shot"", 30.0), (""Johnson 5' Jump Shot (27 PTS)"", 22.4), (""Redd 2' Layup (24 PTS)"", 20.7), (""Johnson 8' Jump Shot (29 PTS)"", 25.8), (""Lue 27' 3PT Jump Shot (29 PTS)"", 49.0), (""MISS Ilyasova 27' 3PT Jump Shot"", 46.1), (""Redd 6' Jump Shot (29 PTS)"", 26.1), (""MISS Lue 7' Jump Shot"", 38.5), (""'HAWKS Rebound'"", 20.7), (""MISS Johnson 12' Jump Shot"", 53.3)]"
MIA,20061114,[]
NOK,20061114,[]
MIN,20061114,[]
HOU,20061114,[]
DAL,20061114,[]
UTA,20061114,[]
GSW,20061114,[]
ORL,20061115,[]
CLE,20061115,[]
BOS,20061115,[]
NJN,20061115,[]
NYK,20061115,[]
DET,20061115,"[(""Butler 24' 3PT Jump Shot (5 PTS) (Paul 13 AST)"", 24.0), (""MISS Hunter 26' 3PT Jump Shot"", 25.4), (""Billups 15' Fadeaway Jumper (27 PTS)"", 20.7), (""MISS Wallace 11' Running Jump Shot"", 23.8), (""'MISS Armstrong  Layup'"", 25.6), (""MISS Wallace 25' 3PT Jump Shot"", 44.9), (""'Butler REBOUND (Off:0 Def:2)'"", 22.8)]"
SAS,20061115,"[(""MISS Morrison 4' Running Jump Shot"", 32.0), (""'SPURS Rebound'"", 21.1), (""MISS Knight 18' Jump Shot"", 39.5), (""MISS Finley 27' 3PT Jump Shot"", 49.4), (""''"", 50.0)]"
SAC,20061115,"[(""MISS Stoudamire 25' 3PT Jump Shot"", 34.0)]"
SEA,20061115,[]
HOU,20061116,[]
GSW,20061116,[]
IND,20061117,[]
BOS,20061117,[]
MIA,20061117,[]
CLE,20061117,[]
DET,20061117,[]
MEM,20061117,[]
SAS,20061117,[]
PHO,20061117,[]
LAL,20061117,"[(""MISS Bryant 26' 3PT Jump Shot"", 26.0)]"
SEA,20061117,[]
WAS,20061118,[]
ATL,20061118,"[(""MISS Stoudamire 28' 3PT Jump Shot"", 26.3), (""MISS Walker 24' 3PT Jump Shot"", 29.2), (""MISS Stoudamire 19' Jump Shot"", 22.3), (""MISS Wade 17' Jump Shot"", 23.5), (""MISS Walker 27' 3PT Jump Shot"", 39.5), (""MISS Wade 18' Jump Shot"", 31.1), (""'Williams REBOUND (Off:1 Def:1)'"", 20.8), (""MISS Walker 28' 3PT Jump Shot"", 44.9), (""'Williams REBOUND (Off:2 Def:1)'"", 22.8), (""MISS Walker 28' 3PT Jump Shot"", 50.3), (""''"", 50.0)]"
ORL,20061118,[]
NJN,20061118,[]
NYK,20061118,"[(""MISS Marbury 26' 3PT Jump Shot"", 21.6)]"
DET,20061118,[]
MIN,20061118,"[(""MISS Butler 25' 3PT Jump Shot"", 20.8), (""MISS Jaric 24' 3PT Jump Shot"", 33.8), (""MISS Pargo 25' 3PT Jump Shot"", 28.6), (""'MISS Garnett  Layup'"", 30.9), (""'Jaric  Tip Shot (7 PTS)'"", 31.1), (""Paul 4' Running Jump Shot (31 PTS)"", 33.5), (""'James Free Throw 1 of 2 (1 PTS)'"", 20.9), (""'Paul  Layup (33 PTS)'"", 36.5), (""'MISS Jaric  Layup'"", 48.9), (""James 25' 3PT Jump Shot (5 PTS) (Garnett 5 AST)"", 43.0), (""Stojakovic 25' 3PT Jump Shot (20 PTS) (Mason 2 AST)"", 50.3), (""MISS Garnett 30' 3PT Jump Shot"", 48.7)]"
MIL,20061118,"[(""MISS Jackson 27' 3PT Jump Shot"", 21.2), (""MISS Bell 26' 3PT Jump Shot"", 23.0)]"
DAL,20061118,[]
DEN,20061118,[]
UTA,20061118,"[(""'MISS Barbosa  Layup'"", 43.9), (""MISS Fisher 25' 3PT Jump Shot"", 50.2), (""''"", 50.0)]"
LAC,20061118,"[(""MISS Maggette 25' 3PT Jump Shot"", 22.0), (""'Iverson  Driving Layup (27 PTS)'"", 23.3), (""MISS Brand 14' Jump Shot"", 32.8), (""'76ers Rebound'"", 21.4), (""MISS Maggette 28' 3PT Jump Shot"", 50.2), (""''"", 50.0)]"
GSW,20061118,[]
LAL,20061119,[]
SAC,20061119,[]
CHA,20061120,"[(""'Buckner  3PT Jump Shot (3 PTS) (Harris 6 AST)'"", 20.3), (""MISS Morrison 25' 3PT Jump Shot"", 20.9), (""Terry 25' 3PT Jump Shot (13 PTS) (Buckner 1 AST)"", 27.4)]"
NYK,20061120,[]
MEM,20061120,"[(""Miller 25' 3PT Jump Shot (8 PTS) (Lowry 6 AST)"", 22.0)]"
UTA,20061120,"[(""MISS Garbajosa 24' 3PT Jump Shot"", 32.4), (""MISS Ford 25' 3PT Jump Shot"", 34.6), (""MISS Jones 25' 3PT Jump Shot"", 39.7)]"
POR,20061120,[]
SEA,20061120,"[(""Ridnour 25' 3PT Jump Shot (7 PTS) (Lewis 4 AST)"", 20.5)]"
GSW,20061120,"[(""MISS Dunleavy 25' 3PT Jump Shot"", 21.5), (""'Pietrus  3PT Jump Shot (24 PTS) (Ellis 7 AST)'"", 39.4), (""'Marion  Dunk (18 PTS) (Nash 15 AST)'"", 22.7), (""MISS Ellis 2' Layup"", 27.8), (""MISS Bell 27' 3PT Jump Shot"", 41.0), (""'MISS Roberson  3PT Jump Shot'"", 44.7), (""'Biedrins REBOUND (Off:3 Def:12)'"", 22.3), (""Nash 27' 3PT Jump Shot (19 PTS)"", 49.0), (""MISS Richardson 27' 3PT Jump Shot"", 48.7)]"
PHI,20061121,[]
CLE,20061121,"[(""MISS Cardinal 25' 3PT Jump Shot"", 44.3)]"
IND,20061121,"[(""MISS Gadzuric 2' Layup"", 22.9), (""Tinsley 10' Jump Bank Shot (17 PTS)"", 33.7), (""MISS Redd 12' Jump Shot"", 39.2), (""O'Neal REBOUND (Off:2 Def:10)"", 20.8), (""MISS Williams 25' 3PT Jump Shot"", 37.0), (""MISS Ilyasova 25' 3PT Jump Shot"", 39.7)]"
NOK,20061121,[]
DAL,20061121,[]
DEN,20061121,[]
LAL,20061121,[]
TOR,20061122,[]
CHA,20061122,[]
ORL,20061122,[]
DET,20061122,"[(""MISS Johnson 26' 3PT Jump Shot"", 20.6)]"
SAS,20061122,[]
MIL,20061122,"[(""Green 25' 3PT Jump Shot (24 PTS)"", 20.3), (""'MISS Iguodala  3PT Jump Shot'"", 33.9), (""MISS Redd 15' Jump Shot"", 23.8), (""'MISS Iguodala  Layup'"", 29.0)]"
MIN,20061122,[]
HOU,20061122,"[(""MISS Alston 27' 3PT Jump Shot"", 21.7), (""MISS Jamison 28' 3PT Jump Shot"", 21.3), (""Alston 27' 3PT Jump Shot (12 PTS) (McGrady 8 AST)"", 22.9)]"
PHO,20061122,[]
SAC,20061122,"[(""Okur 24' 3PT Jump Shot (8 PTS) (D. Williams 12 AST)"", 35.0), (""MISS Abdur-Rahim 8' Jump Hook Shot"", 21.3)]"
POR,20061122,"[(""MISS Carter 25' 3PT Jump Shot"", 23.5), (""MISS Carter 25' 3PT Jump Shot"", 40.8), (""'MISS Jefferson  3PT Jump Shot'"", 48.7)]"
LAC,20061122,[]
GSW,20061122,"[(""'MISS Pietrus  3PT Jump Shot'"", 36.3), (""MISS Ellis 26' 3PT Jump Shot"", 40.8), (""'MISS Dunleavy  3PT Turnaround Jump Shot'"", 48.7)]"
BOS,20061124,[]
PHI,20061124,[]
ATL,20061124,[]
